STORE_CODE,CITY,STATE,ZIP_CODE,OPEN_DATE,REVENUE,CUST_CNT,TRANS_CNT,FUTURE_REV,PLATINUM_PCT,GOLD_PCT,SILVER_PCT,BRONZE_PCT,MEDIUM_PCT,LOW_PCT,NEW_CNT,REACTIVATED_CNT,CONTINUING_CNT,NEW_PCT,REACTIVATED_PCT,CONTINUING_PCT,ONLINE_REVENUE,ONLINE_CUST_CNT,ONLINE_TRANS_CNT,ONLINE_FUTURE_REV,ONLINE_LESSTHAN5,ONLINE_BT5AND10,ONLINE_BT10AND15,ONLINE_BT15AND20,ONLINE_BT20AND25,ONLINE_BT25AND30,ONLINE_MORETHAN30,MAPPED_ZP_HHSIZE_AVG,MAPPED_ZP_AGE_MEDIAN,MAPPED_ZP_MALE_PERCENT,MAPPED_ZP_FEMALE_PERCENT,MAPPED_ZP_MARRIED_PERCENT,MAPPED_ZP_SINGLE_PERCENT,MAPPED_ZP_HHINCOME_MEDIAN,MAPPED_ZP_POPULATION,MAPPED_ZP_HISPANIC,MAPPED_ZP_WHITE,MAPPED_ZP_AFRICAN_AMERICAN,MAPPED_ZP_AM_IN_ALSK_NAT,MAPPED_ZP_ASIAN,MAPPED_ZP_NAT_HAW_PAC_ISLANDER,MAPPED_ZP_TWOPLUS_RACES,MAPPED_ZP_OTHER_RACE,STORE_SIZE,STORE_MALL_TYPE,STORE_MALL_SUBTYPE,CLIMATE_Q1,CLIMATE_Q2,CLIMATE_Q3,CLIMATE_Q4,STORE_LAUNCH
1759,Emeryville,CA,94608,3/17/2009,2187747.18,12519,17156,5805563.955,4.9,14.86,11.96,25.81,21.76,20.71,6325,2006,4533,49.17,15.59,35.24,9402528.09,17484,46655,7213722.795,12104,4098,1261,21,0,0,0,2.699756098,37.65853659,0.475080837,0.524919163,0.413804878,0.586195122,68298.16009,27205.31707,7075.04878,8603.170732,4290.97561,82.07317073,5600.658537,148.1707317,1294.365854,110.8536585,5699,Lifestyle,Urban Specialty,COLD,HOT,COLD,COLD,2009
1764,New York,NY,10075,8/24/2010,4437219.87,12381,17871,13186687.97,13.67,23.81,14.86,22.06,15.29,10.31,4315,1871,6621,33.69,14.61,51.7,21255938.46,32200,98479,15876264.23,27244,4933,23,0,0,0,0,2.57375,38.825,0.483820033,0.516179967,0.454,0.546,60858.66528,44970.84,14460.64,14712.16,2060.48,73.24,12693.52,19.56,791.28,159.96,3511,Street,Metro Area Street,COLD,HOT,COLD,COLD,2010
1765,Boston,MA,02116,9/21/2010,2318240.955,4821,6419,3678922.665,8.6,24.74,15.64,21.91,16.36,12.76,1950,753,2273,39.19,15.13,45.68,6691270.29,11341,32213,5586382.08,11319,22,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1670,Mall,0,COLD,HOT,COLD,COLD,2010
1767,Manhasset,NY,11030,6/20/2012,6768711.24,19825,39287,19968900.24,13.22,25.05,15.11,22.43,11.76,12.43,6088,3077,11312,29.73,15.03,55.24,9452261.19,14982,46571,7056904.92,7901,7075,6,0,0,0,0,2.7875,44.98484848,0.472225379,0.527774621,0.524030303,0.475969697,98252.17365,18020.5,3310.529412,8152.764706,1582.470588,30.38235294,4461.588235,2,315.1176471,165.6470588,13249,Lifestyle,Suburban Specialty,COLD,HOT,COLD,COLD,2012
1768,Phoenix,AZ,85016,8/16/2011,1659322.245,7516,11629,4967905.065,7.29,19.81,14.13,26.94,16.39,15.44,2919,1352,3534,37.4,17.32,45.28,11814264.66,24406,63583,8227005.405,3895,3856,4199,3098,2589,975,5794,2.833552632,37.41688312,0.49942262,0.50057738,0.460194805,0.539805195,57979.64834,32038.03896,11963.48052,15731.31169,1972.61039,437.1038961,1118.779221,56.23376623,715.8701299,42.64935065,3704,Lifestyle,B+,HOT,HOT,HOT,HOT,2011
1769,Dedham,MA,02026,8/9/2011,3495021.9,14809,24666,12386534.67,10.47,22.73,15.01,24.78,14.98,12.02,4850,2388,8251,31.31,15.42,53.27,3663252.6,6391,18703,3041550.975,3241,1969,1042,139,0,0,0,2.753939394,41.78787879,0.49375374,0.50624626,0.565393939,0.434606061,95907.49217,16926.84848,1333.060606,12498.66667,1862.636364,10.03030303,825.1212121,0.181818182,306.9090909,90.24242424,6111,Lifestyle,Hybrid,COLD,HOT,COLD,COLD,2011
1773,New York,NY,10019,11/8/2011,6995004.36,30635,40925,17741625.84,6.62,18.62,14.32,23.2,18.23,19,13942,4397,13037,44.44,14.01,41.55,4739266.8,6793,20279,3640340.19,6598,195,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3854,Mall,High Profile Street,COLD,HOT,COLD,COLD,2011
1775,Fort Worth,TX,76107,9/6/2011,3013509.87,10835,20816,7092152.37,7.69,18.88,14.83,27.62,15.76,15.21,4182,1772,5333,37.05,15.7,47.25,5327901.945,10414,27912,4022474.79,3475,1367,1526,942,286,267,2551,2.9045,35.11833333,0.49579827,0.50420173,0.475868852,0.524131148,55528.52151,26264.72131,7482.065574,13256.19672,3871.836066,77.85245902,968.704918,24.36065574,545.557377,38.14754098,6757,Lifestyle,Suburban Specialty,COLD,HOT,COLD,COLD,2011
1776,New Orleans,LA,70130,2/14/2012,2007798.975,12962,15884,6028085.07,5.28,14.08,11.01,23.08,18.29,28.25,6750,2002,4525,50.84,15.08,34.08,6245841.24,11877,31426,4147566.75,4645,654,62,9,22,117,6368,2.604333333,36.6,0.49268844,0.50731156,0.355766667,0.644233333,41336.33124,19230.15625,1437.25,6700.25,9980.46875,46.78125,694.875,6.375,312.21875,51.9375,5895,Mall,Urban Specialty,HOT,HOT,HOT,HOT,2012
1777,Los Angeles,CA,90036,11/21/2012,5721930.09,24101,31327,9885476.19,4.27,12.65,10.83,21.4,23.14,27.7,13954,2713,7950,56.68,11.02,32.29,6462622.905,12188,32846,5232398.445,9774,2309,105,0,0,0,0,2.584285714,35.43714286,0.516491919,0.483508081,0.314657143,0.685342857,39683.03219,36230.10526,19167.36842,7255.157895,4477,48.60526316,4414.210526,65.23684211,654.6578947,147.8684211,3924,Lifestyle,Hybrid,COLD,HOT,COLD,COLD,2012
1779,Houston,TX,77024,5/1/2012,2512843.56,12600,18497,6746667.18,5.83,16.28,13.92,26.35,17.65,19.96,5866,2098,5014,45.2,16.17,38.63,6882812.52,13543,37056,4572668.76,4367,2103,3968,2354,248,36,467,2.996666667,34.51538462,0.495644189,0.504355811,0.515358974,0.484641026,66951.42463,49217.20513,18097.71795,15207.15385,8428.102564,92.64102564,6499.948718,13.02564103,754.1025641,124.5128205,5238,Lifestyle,Urban Specialty,COLD,HOT,HOT,HOT,2012
1780,Baltimore,MD,21202,7/25/2012,3642571.14,16374,24299,8623132.35,6.07,16.2,13.31,27.59,15.83,20.99,7544,2601,6764,44.62,15.38,40,6370830.42,12195,32739,4404379.395,5449,967,1076,997,1685,408,1613,2.551914894,38.85416667,0.486965445,0.513034555,0.416479167,0.583520833,62977.03619,24440.2449,1521.204082,12775.38776,8644.469388,60.55102041,771.1836735,16.75510204,583.1428571,67.55102041,7299,Street,Urban Specialty,COLD,HOT,COLD,COLD,2012
1781,Akron,OH,44333,7/25/2012,1456372.815,6572,11591,3987535.815,6.7,16.75,13.88,30.53,20.45,11.7,2571,1153,3011,38.17,17.12,44.71,3893801.655,6897,20943,2373861.555,1290,1075,2139,527,688,264,914,2.435822785,40.96455696,0.490261214,0.509738786,0.4706375,0.5293625,52116.48678,14709.54321,283.308642,12426.30864,1302.777778,21.17283951,288.9876543,2.518518519,366.5802469,17.88888889,5324,Mall,B,COLD,HOT,COLD,COLD,2012
1782,Coral Gables,FL,33146,2/6/2013,4572591.675,16800,30534,11206646.52,7.91,19.93,14.58,24.99,14.83,17.76,6350,2370,8559,36.75,13.72,49.53,3111957.315,5178,15869,2312912.01,2376,2450,352,0,0,0,0,3.165217391,41.23913043,0.488747728,0.511252272,0.428434783,0.571565217,45841.27345,39008.04348,34319.69565,3327.565217,757.9565217,19.82608696,441.7826087,6.608695652,111.5652174,23.04347826,5124,Lifestyle,A,HOT,HOT,HOT,HOT,2013
1783,Chestnut Hill,MA,02467,11/21/2012,6160902.39,24914,42027,20483903.61,10.14,21.07,14.48,25.13,16.18,13,8410,4125,13354,32.48,15.93,51.58,8154671.49,13184,38746,6723223.065,12113,1071,0,0,0,0,0,2.603939394,39.80909091,0.468896103,0.531103897,0.548030303,0.451969697,105369.0045,19317.09091,1755.939394,13898.0303,726.4848485,26.12121212,2280.121212,5.242424242,502.969697,122.1818182,7741,Mall,A,COLD,HOT,COLD,COLD,2012
1784,Washington,DC,20004,8/1/2012,3164054.64,15587,22533,13093880.85,9.99,24.98,17.23,25.14,12.01,10.65,4806,2871,8542,29.63,17.7,52.67,7607034.345,11805,35699,5110342.065,9298,633,724,450,235,281,184,2.48125,36.17948718,0.52751554,0.47248446,0.357051282,0.642948718,75484.18476,11302.68333,705.15,2836.9,7139.9,18.93333333,318.3166667,2.433333333,242.6166667,38.43333333,8736,Street,Metro Area Street,COLD,HOT,COLD,COLD,2012
1785,Costa Mesa,CA,92626,8/22/2012,3683958.705,16051,22469,6925236.465,4.69,13.86,11.17,22.12,20.58,27.58,9187,1986,5329,55.67,12.03,32.29,7332212.745,13840,39790,5157928.89,3270,5717,2866,1249,544,148,46,3.068,38.94285714,0.49545589,0.50454411,0.498242857,0.501757143,78747.11234,38821.82857,15062.07143,13561.57143,701.6857143,80.58571429,8272.942857,111.8571429,968.9571429,62.15714286,3557,Mall,Top Tier,COLD,HOT,COLD,COLD,2012
1786,Mishawaka,IN,46545,8/1/2012,1439051.535,6404,11261,2934436.68,4.75,13.72,12.62,32.65,19.76,16.5,2998,997,2574,45.64,15.18,39.18,3118766.97,6389,16890,2081061.975,1356,551,264,324,282,522,3090,2.598852459,40.15409836,0.494107549,0.505892451,0.530393443,0.469606557,48737.47744,10787.04918,1075.786885,8351.672131,872.6065574,34.57377049,158.9016393,6.131147541,269.3114754,18.06557377,5311,Mall,B,COLD,HOT,COLD,COLD,2012
1788,Hanover,NH,03755,2/1/2013,2494974.15,9302,16350,5308365.78,6.51,15.99,13.97,26.7,19.08,17.74,4003,1512,4218,41.13,15.53,43.34,6801313.95,12903,34286,4433698.365,1024,361,330,172,220,213,10583,2.374567901,46.52469136,0.495338252,0.504661748,0.545283951,0.454716049,58015.08882,1933.246914,33.96296296,1800.716049,17.19753086,6.185185185,42.64197531,0.87654321,30.38271605,1.283950617,5599,Street,College Towns,COLD,HOT,COLD,COLD,2013
1789,New York,NY,10013,2/29/2012,2222575.245,3639,4598,3703433.07,13.14,30.24,17.05,19.98,12.02,7.56,1112,678,1953,29.71,18.11,52.18,3463486.41,4295,12864,2910859.305,4295,0,0,0,0,0,0,2.135,36.475,0.497079126,0.502920874,0.37575,0.62425,76559.00498,37237.6,6708,17269.6,1516.2,89.2,10581.8,5.4,977,90.4,2211,Street,Metro Area Street,COLD,HOT,COLD,COLD,2011
1790,Albuquerque,NM,87110,10/24/2012,1669818.39,7198,12040,3087798.15,4.23,14.63,12.85,30.02,19.69,18.58,3365,1293,2733,45.53,17.49,36.98,4449803.28,8403,23384,2998163.475,1527,1366,360,138,47,13,4952,2.5521875,41.18787879,0.499292925,0.500707075,0.464878788,0.535121212,53609.98833,26111.84848,12688.09091,10652.33333,603.3939394,1046.969697,544.6060606,15.6969697,492.3636364,68.39393939,4786,Lifestyle,Suburban Specialty,COLD,HOT,COLD,COLD,2012
1791,Boston,MA,02116,9/18/2012,2752300.17,14178,18776,7918217.1,6.1,17.45,13.92,25.13,20.07,17.33,6625,2034,5906,45.49,13.96,40.55,5710440.39,9798,27130,4551201.87,8895,903,0,0,0,0,0,2.23,33.3974359,0.504885485,0.495114515,0.328525,0.671475,58072.58528,24314.325,4382.925,12524.35,3670.675,39.725,2838.45,3.575,643.425,211.2,2211,Mall,Downtown Mall,COLD,HOT,COLD,COLD,2012
1792,San Diego,CA,92122,11/15/2012,3552987.765,19018,28289,9611965.095,5.73,14.94,11.79,24.27,20.26,23.01,9255,3063,7226,47.35,15.67,36.97,9244138.965,18509,49455,6558368.685,3690,7464,4298,1155,1375,102,425,2.93220339,34.81904762,0.536613529,0.463386471,0.440285714,0.559714286,72403.09276,37288.32813,12581.26563,16140.17188,2081.9375,102.3125,4852.46875,161.90625,1285.3125,82.953125,6434,Lifestyle,A,COLD,HOT,COLD,COLD,2012
1793,Houston,TX,77027,4/17/2013,7022999.955,22798,41032,17772874.8,9.12,23.4,16.77,26.04,13.49,11.17,7370,4105,12150,31.2,17.38,51.43,9328139.745,15255,41319,6850403.4,9510,3074,285,539,716,579,552,2.855443038,33.86455696,0.500824036,0.499175964,0.440518987,0.559481013,55311.61602,28179.5625,12487.1375,8522.1625,5337.5875,50.75,1371.8625,7.675,356.0625,46.325,8537,Lifestyle,Suburban Specialty,HOT,HOT,HOT,HOT,2013
1794,McLean,VA,22102,5/1/2013,2423247.765,10802,14964,7578405.885,8.02,19.99,16.11,27.17,15.13,13.58,4148,1899,5099,37.22,17.04,45.75,2607620.55,3717,12039,1693823.295,3538,179,0,0,0,0,0,2.834444444,39.91111111,0.504385755,0.495614245,0.591888889,0.408111111,133845.9733,20994.55556,2623,12613.44444,754.4444444,14,4071.666667,11.33333333,842.4444444,64.22222222,2095,Mall,A,COLD,HOT,COLD,COLD,2013
1796,Nanuet,NY,10954,10/10/2013,1758967.395,8388,13823,5442799.635,7.35,17.93,15.25,31.48,16.33,11.66,2985,1444,4214,34.54,16.71,48.76,6002213.85,11836,32030,4284079.485,3052,1900,982,1218,874,806,3004,2.8659375,42,0.487947125,0.512052875,0.515892308,0.484107692,85305.66989,10358.15152,1880.575758,6805.075758,975.1666667,19.51515152,457.3939394,2.212121212,183.1212121,35.09090909,5544,Mall,B,COLD,HOT,COLD,COLD,2013
1800,Dallas,TX,75225,10/8/2013,3202113.135,14718,20096,6520303.86,4.62,14.61,13.98,29.76,18.49,18.55,7142,2270,5792,46.97,14.93,38.1,4105838.01,7182,19054,2909021.43,3817,1809,497,287,101,34,637,2.625384615,35.66153846,0.497132766,0.502867234,0.525769231,0.474230769,74035.19177,32435.61538,10580,15309.38462,3732.230769,51.61538462,2087.153846,24.76923077,569,81.46153846,2886,Mall,Top Tier,COLD,HOT,HOT,COLD,2013
1804,Lynnfield,MA,01940,11/6/2013,2844027.255,12299,20842,9642221.325,9.73,21.75,15,25.07,15.71,12.74,4109,2008,6713,32.03,15.65,52.32,3461858.79,6293,18213,2795736.165,3352,1193,1271,269,134,47,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5497,Lifestyle,Hybrid,COLD,HOT,COLD,COLD,2013
1805,Cranston,RI,02920,11/13/2013,2785169.715,10765,19323,7697514.465,7.98,21.09,15.78,28.05,15.14,11.96,3551,1833,5749,31.9,16.46,51.64,5132074.32,8918,26481,3479398.965,1496,2057,926,1577,1506,747,609,2.52,44.0137931,0.498177068,0.501822932,0.515672414,0.484327586,68381.79702,9687.5,525.637931,8484.034483,198.7586207,21.77586207,236.2758621,3.637931034,198.1551724,19.22413793,5944,Lifestyle,Suburban Specialty,COLD,HOT,COLD,COLD,2013
1811,Columbia,SC,29206,10/22/2014,1979133.195,7592,14201,4028257.77,5.55,16.88,15.99,30.87,16.24,14.47,3021,1332,3479,38.57,17.01,44.42,4541051.43,8811,24383,2942345.355,2179,672,987,612,312,192,3857,2.6555,38.20952381,0.486488295,0.513511705,0.425619048,0.574380952,46419.34369,17769.02326,909.0465116,9980.627907,6023.651163,31.02325581,374.7674419,14.55813953,396.5813953,38.76744186,6112,Lifestyle,Metro Neighborhood Strip,COLD,HOT,HOT,HOT,2014
1812,Dallas,TX,75204,8/26/2014,2349535.41,10360,15814,6457701.12,6.82,19.75,15.91,26.62,15.3,15.59,4170,1762,4870,38.6,16.31,45.08,6738160.44,12132,31802,5046476.175,8190,1176,541,465,273,226,1261,2.843333333,33.46666667,0.506642769,0.493357231,0.411421053,0.588578947,48257.20448,28498.98305,12222.40678,7432.118644,7633.186441,45.42372881,730.6271186,7.06779661,391.2372881,36.91525424,6741,Lifestyle,Urban Specialty,COLD,HOT,HOT,HOT,2014
1813,New York,NY,10281,3/26/2015,10405878.2,38143,65104,32232001.74,10.53,22.66,14.7,22.12,12.25,17.74,14202,5465,19838,35.95,13.83,50.22,10774011.59,17114,51616,7836573.3,12264,3443,1403,4,0,0,0,2.520454545,34.72272727,0.496475155,0.503524845,0.463818182,0.536181818,77513.73227,26606.48,7817,9753.92,3760.8,38,4466.24,17.48,507.76,245.28,6970,Mall,Urban Specialty,COLD,HOT,COLD,COLD,2015
1814,Chattanooga,TN,37402,11/9/2014,2016900.15,8966,14480,3551056.44,4,12.83,12.21,31.13,19.18,20.64,4460,1459,3377,47.98,15.69,36.33,9106375.215,18629,46966,6075436.815,1400,1019,652,301,171,347,14739,2.509333333,39.94262295,0.484166347,0.515833653,0.484901639,0.515098361,43687.52944,12356.8871,1042.822581,9537.112903,1330.741935,21.77419355,180.1774194,4.419354839,224.8870968,14.9516129,4917,Lifestyle,Urban Specialty,COLD,HOT,COLD,COLD,2014
1815,Alpharetta,GA,30009,10/30/2014,3090644.355,15869,23820,9112291.275,6.46,16.76,13.56,27.91,17.64,17.68,6223,3000,7196,37.9,18.27,43.83,9007844.655,18600,50919,6024196.635,3545,4577,3109,1577,903,514,4375,2.646071429,36.07857143,0.486582113,0.513417887,0.480214286,0.519785714,64389.36471,34284.89286,3998.642857,18295.03571,9913.678571,42.60714286,1203.964286,11.10714286,707.8928571,111.9642857,5311,Lifestyle,Hybrid,COLD,HOT,COLD,COLD,2014
1816,Carlsbad,CA,92009,9/24/2014,2903763.21,12824,22030,6195881.895,5.16,14.67,12.86,27.01,21.11,19.18,5781,2130,5386,43.48,16.02,40.51,5320561.29,10610,28694,4274653.785,3742,3269,1483,187,120,190,1619,2.836551724,40.53103448,0.496001205,0.503998795,0.524724138,0.475275862,75667.47052,30197.44828,9826.793103,16242.03448,691.3448276,142.137931,2274.275862,88.89655172,890,41.96551724,6134,Lifestyle,Suburban Specialty,COLD,HOT,COLD,HOT,2014
1818,Brooklyn,NY,11211,9/26/2014,5549316.96,21772,34828,13945997.72,7.18,21.13,15.83,24.4,14.84,16.61,8822,3317,10350,39.23,14.75,46.02,16804705.31,31095,89833,12473928.74,22459,8036,600,0,0,0,0,2.927391304,37.92765957,0.482818677,0.517181323,0.434085106,0.565914894,52258.45109,54261.64,10898.28,18774.3,15288.18,95.32,7547.96,13.28,897.82,746.5,6111,Street,Metro Area Street,COLD,HOT,COLD,COLD,2014
1819,Coral Gables,FL,33146,4/8/2015,2067070.365,8628,12585,4869956.955,6.84,17.22,13.01,24.9,16.81,21.22,4101,1094,3627,46.49,12.4,41.11,2210193.675,3440,10251,1729163.1,2534,906,0,0,0,0,0,3.165217391,41.23913043,0.488747728,0.511252272,0.428434783,0.571565217,45841.27345,39008.04348,34319.69565,3327.565217,757.9565217,19.82608696,441.7826087,6.608695652,111.5652174,23.04347826,2811,Mall,A,HOT,HOT,HOT,HOT,2015
1820,Atlanta,GA,30308,9/1/2015,3444461.67,16022,22519,7831215.165,5.07,16.37,14.5,27.38,15.8,20.88,7450,2358,6743,45.01,14.25,40.74,13907198.15,26034,69937,9713836.98,11619,1470,824,656,754,1072,9639,2.709607843,34.50377358,0.483145974,0.516854026,0.333849057,0.666150943,50375.33135,29088.87037,1902.185185,7275.148148,18333.40741,46.59259259,852.5925926,8.611111111,575.4444444,94.88888889,5493,Lifestyle,Urban Specialty,COLD,HOT,COLD,COLD,2015
1821,Chicago,IL,60657,1/27/2016,4014800.37,16633,28513,12405223.2,8.57,22,17.24,28.54,13.39,10.26,5401,2868,9043,31.2,16.57,52.24,10582289.94,17928,50026,8045699.52,17289,639,0,0,0,0,0,2.204444444,34.06666667,0.500268024,0.499731976,0.363555556,0.636444444,58175.44072,66274.55556,16374.22222,37629.77778,4885.777778,82.77777778,5331.333333,24.66666667,1793.333333,152.6666667,5353,Street,Metro Area Street,COLD,HOT,COLD,COLD,2016
1822,Nashville,TN,37212,3/29/2016,1367061.435,4624,7006,2366372.79,4.87,19.14,16.5,27.94,15.25,16.31,2039,708,2060,42.42,14.73,42.85,4533605.895,9879,24368,3243173.25,4296,936,664,726,484,211,2562,2.426857143,35.67297297,0.504750953,0.495249047,0.409864865,0.590135135,46442.98088,23454.05128,2203.692308,14665.94872,5336.25641,69.15384615,629.2820513,19.41025641,479.6410256,50.66666667,3141,Lifestyle,Urban Specialty,COLD,HOT,COLD,COLD,2016
1824,Washington,DC,20009,11/9/2016,2239378.035,9618,14195,4919137.815,4.76,19.87,18.66,29.52,14.06,13.13,3685,1641,4632,37.01,16.48,46.52,8925715.86,14818,41230,6740756.25,13553,932,280,53,0,0,0,2.788823529,37.44210526,0.500461915,0.499538085,0.334157895,0.665842105,63356.01133,22053.10526,5188,4958.052632,10411.26316,51.21052632,856.2105263,9.315789474,491.2105263,87.84210526,4010,Street,Metro Area Street,COLD,HOT,COLD,COLD,2016
1825,Torrance,CA,90503,1/26/2016,2438784.645,14498,22190,5707587.42,4.05,12.81,11.53,25.79,21.25,24.58,7319,1974,5570,49.24,13.28,37.48,5571523.53,11369,31270,4362713.64,5449,2293,3252,363,0,11,1,3.215,37.09444444,0.489064895,0.510935105,0.452222222,0.547777778,65273.6433,40397.05556,20395.77778,8565,4796.444444,78.22222222,5334.833333,158.5,936.0555556,132.2222222,5649,Mall,A,COLD,HOT,COLD,HOT,2016
1827,Plano,TX,75024,9/12/2017,2761089.915,13202,19214,6665856.81,5.51,14.98,13.57,28.72,18.78,18.43,6456,1957,5208,47.4,14.37,38.24,6322190.145,13652,35387,4320215.49,3921,5935,2425,357,142,87,785,2.865,37.215625,0.490505372,0.509494628,0.5921875,0.4078125,79610.22905,34137.65625,5570.0625,20416.3125,2977.8125,104.6875,4192.96875,17.53125,781.59375,76.6875,6150,Lifestyle,Urban Specialty,COLD,HOT,COLD,COLD,2017
1828,Brooklyn,NY,11201,8/1/2018,2904341.055,13777,17214,4994049.66,3.98,13,9.26,15.09,11.68,46.99,9098,1454,3494,64.77,10.35,24.88,30238062.59,47954,142243,22399629,34392,13163,399,0,0,0,0,2.573846154,33.43076923,0.484590597,0.515409403,0.364769231,0.635230769,52759.256,58682.30769,15655.92308,24389,12584.07692,82.23076923,4135.230769,15.23076923,1569.615385,251,3132,Street,Urban Specialty,COLD,HOT,COLD,COLD,2018
1829,Orange Village,OH,44122,5/29/2019,1083496.575,4572,6342,4625963.655,12.46,26.05,15.57,21.9,9.04,14.98,1607,735,2384,34,15.55,50.44,6189789.27,10634,31326,4051382.04,2700,3156,2495,629,185,52,1417,2.368596491,41.41896552,0.476892178,0.523107822,0.435724138,0.564275862,51706.36886,19128.10345,707.8793103,11555.74138,5985.241379,25.63793103,457.0689655,2,358.6206897,35.9137931,5818,Lifestyle,0,COLD,HOT,COLD,COLD,2019